STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,GEOIDFQ,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
"36","061","013501","1","360610135011",1500000US360610135011,Block Group 1,G5030,S,70446,0,"+40.7663744","-073.9939193"
"36","061","012901","3","360610129013",1500000US360610129013,Block Group 3,G5030,S,31603,0,"+40.7631870","-073.9979477"
"36","061","012102","2","360610121022",1500000US360610121022,Block Group 2,G5030,S,17605,0,"+40.7592073","-073.9934640"
"36","061","015102","4","360610151024",1500000US360610151024,Block Group 4,G5030,S,22122,0,"+40.7719085","-073.9921205"
"36","061","014700","2","360610147002",1500000US360610147002,Block Group 2,G5030,S,21721,0,"+40.7707019","-073.9892628"
"36","061","014500","3","360610145003",1500000US360610145003,Block Group 3,G5030,S,38536,0,"+40.7686567","-073.9835159"
"36","061","012102","1","360610121021",1500000US360610121021,Block Group 1,G5030,S,27668,0,"+40.7599778","-073.9936525"
"36","061","013700","6","360610137006",1500000US360610137006,Block Group 6,G5030,S,43516,0,"+40.7648193","-073.9824040"
"36","061","013100","3","360610131003",1500000US360610131003,Block Group 3,G5030,S,21733,0,"+40.7638821","-073.9830831"
"36","061","012500","2","360610125002",1500000US360610125002,Block Group 2,G5030,S,33835,0,"+40.7613650","-073.9840873"
"36","061","013100","2","360610131002",1500000US360610131002,Block Group 2,G5030,S,86931,0,"+40.7617463","-073.9809321"
"36","061","009600","2","360610096002",1500000US360610096002,Block Group 2,G5030,S,74384,0,"+40.7576495","-073.9799561"
"36","061","001502","7","360610015027",1500000US360610015027,Block Group 7,G5030,S,16612,0,"+40.7054306","-074.0037063"
"36","061","003300","4","360610033004",1500000US360610033004,Block Group 4,G5030,S,63224,0,"+40.7186480","-074.0038046"
"36","061","001502","4","360610015024",1500000US360610015024,Block Group 4,G5030,S,33888,0,"+40.7065341","-074.0056241"
"36","061","001502","5","360610015025",1500000US360610015025,Block Group 5,G5030,S,6334,0,"+40.7073611","-074.0047532"
"36","061","006900","4","360610069004",1500000US360610069004,Block Group 4,G5030,S,92146,0,"+40.7297065","-074.0121519"
"36","061","013501","2","360610135012",1500000US360610135012,Block Group 2,G5030,S,26156,0,"+40.7666621","-073.9919573"
"36","061","013502","2","360610135022",1500000US360610135022,Block Group 2,G5030,S,68913,0,"+40.7694008","-073.9902084"
"36","061","010300","2","360610103002",1500000US360610103002,Block Group 2,G5030,S,66610,0,"+40.7518333","-073.9955816"
"36","061","009200","2","360610092002",1500000US360610092002,Block Group 2,G5030,S,110116,0,"+40.7539073","-073.9756159"
